epoch;accuracy;loss;val_accuracy;val_loss
0;0.50759053;1.953442171321843;0.36232689023017883;2.0172760486602783
1;0.5143488;1.840151314030994;0.38473233580589294;1.3644459247589111
2;0.59272903;1.4804136514325033;0.4198441803455353;1.1919357776641846
3;0.6320135;1.3305461554026061;0.42502662539482117;1.4448065757751465
4;0.6697332;1.1960796685042707;0.44907447695732117;1.180342674255371
5;0.6988636;1.0830606861801988;0.4707142114639282;0.9932996034622192
6;0.72626287;0.9892801634374667;0.5014315247535706;1.2464041709899902
7;0.74526143;0.9185365799983795;0.4929865002632141;0.7913861274719238
8;0.7672341;0.8424833382225849;0.5013871788978577;0.7190576195716858
9;0.73541814;0.9830127438868989;0.6880548596382141;0.3375130593776703
10;0.8177157;0.6772824432912536;0.7279607653617859;0.19693425297737122
11;0.87519974;0.48029162029905076;0.7573686242103577;0.11050266027450562
12;0.91548294;0.34170232831754466;0.7804065942764282;0.058889247477054596
13;0.94189453;0.24445034097086385;0.7969415783882141;0.029616747051477432
14;0.95989436;0.17855727617676498;0.8100141882896423;0.01860864646732807
15;0.9696489;0.13596216786853885;0.8218106627464294;0.017878731712698936
16;0.972401;0.11319951681864703;0.8318204283714294;0.015482399612665176
17;0.97186834;0.10200805976571493;0.8434392809867859;0.015263229608535767
18;0.9726784;0.09370925439989977;0.8513849377632141;0.015665562823414803
19;0.9731556;0.08803001460348076;0.8642023205757141;0.014334877952933311
0;0.8609175;0.4512982019487853;0.5692360401153564;1.5190074443817139
1;0.75883347;0.9396051731256937;0.5516024231910706;0.9433602690696716
2;0.80821645;0.6808844661043788;0.5708784461021423;1.1784684658050537
3;0.81103516;0.6808560055426576;0.5387517809867859;1.3089293241500854
4;0.8240412;0.6335453378798609;0.5806884765625;0.8821048736572266
5;0.83644795;0.5876046950209208;0.6051802039146423;1.00595223903656
6;0.84404963;0.5615767108445818;0.6094415783882141;0.7734168767929077
7;0.85391515;0.5244954289148815;0.5796342492103577;0.9721651673316956
8;0.8601629;0.5039932850896466;0.6208385229110718;0.6515053510665894
9;0.86657715;0.4844886103263972;0.6034712195396423;1.1057054996490479
10;0.87230337;0.45859037149189547;0.6593572497367859;0.9243412017822266
11;0.8786177;0.44310347859705373;0.6720525622367859;0.7560511827468872
12;0.88266826;0.42231694307305256;0.6730180382728577;0.8634829521179199
13;0.8883833;0.4048253789501773;0.6566383838653564;0.6764014959335327
14;0.89368784;0.3857364095641639;0.6946022510528564;0.7004384398460388
15;0.89712805;0.3706951300740581;0.6661155223846436;0.7035071849822998
16;0.9000244;0.36184750960885803;0.6834938526153564;0.9263961315155029
17;0.888572;0.4152433263952844;0.8437944054603577;0.5935360193252563
18;0.93056417;0.26363209111150354;0.8729026317596436;0.42517030239105225
19;0.95511144;0.1738974290717372;0.8936545848846436;0.2927325665950775
