epoch;accuracy;loss;val_accuracy;val_loss
0;0.49877718;2.4964944943785667;0.5317572355270386;1.605894923210144
1;0.56237584;1.9914216117788877;0.5029886364936829;2.6156110763549805
2;0.60943604;1.7267945776131517;0.5442484021186829;1.1074469089508057
3;0.63695866;1.576096540662171;0.5650634765625;1.160393238067627
4;0.66143376;1.4455665210823947;0.5960503816604614;0.7741022109985352
5;0.68159014;1.3348127224097222;0.6046942472457886;0.5163562297821045
6;0.7003321;1.2399034182348385;0.6105367541313171;1.7523871660232544
7;0.71611917;1.1639004293066482;0.6016782522201538;0.6257596611976624
8;0.7288355;1.0999212435663452;0.6087920069694519;0.5620347857475281
9;0.7408153;1.0411098011697097;0.6024106740951538;3.826770305633545
10;0.82914364;0.6435415901881963;0.8024502396583557;0.4371139109134674
11;0.8814487;0.4537716807209453;0.8200325965881348;0.25978967547416687
12;0.9107666;0.35797976719336944;0.8345189690589905;0.1813494861125946
13;0.9307335;0.2931993930690404;0.84423828125;0.1303536295890808
14;0.9445906;0.24576945395554126;0.8497124910354614;0.09654341638088226
15;0.9542152;0.20954633059365482;0.8549573421478271;0.07078981399536133
16;0.961209;0.18104584641207175;0.8593518733978271;0.05602264776825905
17;0.96639067;0.15798361431910146;0.8635380268096924;0.045394666492938995
18;0.97047794;0.1390858910083901;0.8647187352180481;0.04096187651157379
19;0.97371066;0.12338302250602032;0.8663456439971924;0.03662389516830444
20;0.9763626;0.1099435909275379;0.8703823685646057;0.036073073744773865
21;0.9784378;0.0986424573997722;0.8721207976341248;0.036424536257982254
22;0.980273;0.08954266568698271;0.8731794953346252;0.03396846726536751
23;0.98173577;0.08141960703487085;0.8746505975723267;0.03420967236161232
24;0.98295224;0.07446661551534033;0.8767594695091248;0.03431200608611107
25;0.9839351;0.06874776316375385;0.8777486681938171;0.03354780375957489
26;0.9847959;0.06408542186059564;0.8793440461158752;0.03469055891036987
27;0.98558515;0.05998644295062871;0.878117024898529;0.03253555670380592
28;0.9861787;0.056339526784885775;0.8844015002250671;0.03405221551656723
29;0.9866775;0.05371464885191581;0.8824883699417114;0.03042333945631981
30;0.98701006;0.05154401750645587;0.8875542879104614;0.03086511790752411
31;0.9873973;0.04952237407051457;0.8866598010063171;0.030726417899131775
32;0.9876225;0.04791922200621261;0.8891475200653076;0.030224628746509552
33;0.98782873;0.046695847848131335;0.8877184391021729;0.030994992703199387
34;0.9880539;0.045581352471031254;0.8893222212791443;0.03334672003984451
35;0.9881171;0.04459620021004317;0.8905870914459229;0.03347446769475937
36;0.9883549;0.043733763601227924;0.8958340287208557;0.03160266950726509
37;0.96628124;0.10580319764627849;0.9484042525291443;0.08753842860460281
38;0.9730414;0.08762447716504414;0.9510161280632019;0.08548403531312943
39;0.97690135;0.07874347799488218;0.952824056148529;0.08452725410461426
40;0.97966474;0.07238842251790002;0.9544277787208557;0.08483561873435974
41;0.96286327;0.11446179348447537;0.9647595882415771;0.10264679789543152
42;0.967262;0.10239932354319346;0.9671230912208557;0.11091671884059906
