epoch;accuracy;loss;val_accuracy;val_loss
0;0.00984438;7.783190842437488;0.014294039458036423;5.773997783660889
1;0.019119099;5.364333356259971;0.02544575370848179;5.760192394256592
2;0.03140226;5.064104580190233;0.03922000899910927;5.6968865394592285
3;0.043656543;4.828347288632906;0.05073399841785431;5.4502668380737305
4;0.05524141;4.677259573292348;0.0623372383415699;5.247458457946777
5;0.06818087;4.549476638115863;0.07569409161806107;5.0544023513793945
6;0.081978746;4.4279920389094665;0.08936859667301178;4.932825565338135
7;0.09715484;4.3091318593710985;0.10352612286806107;4.826292991638184
8;0.11290322;4.192535989306947;0.11846332997083664;4.744973659515381
9;0.1296098;4.075725961837076;0.13287287950515747;4.6756792068481445
10;0.14701466;3.9581243808391275;0.1472010463476181;4.6035051345825195
11;0.16495769;3.840186042010143;0.16180485486984253;4.541983604431152
12;0.1839534;3.719685642869883;0.1756526231765747;4.4688544273376465
13;0.20361853;3.599909612087793;0.18905147910118103;4.408300399780273
14;0.22345956;3.480332811433141;0.20177829265594482;4.369657039642334
15;0.24378361;3.359565759217867;0.21358104050159454;4.3239312171936035
16;0.26529947;3.23663019673318;0.22520004212856293;4.272904396057129
17;0.28810957;3.1101101868415393;0.23604723811149597;4.204217433929443
18;0.3124554;2.979618150099952;0.2456894814968109;4.157591819763184
19;0.33758086;2.8463155180616404;0.25513744354248047;4.094176769256592
20;0.36422893;2.711969975942886;0.26315733790397644;4.020110130310059
21;0.39184833;2.5788821833588744;0.2713898718357086;3.9545669555664062
22;0.41917896;2.447293086337947;0.2796250283718109;3.862468719482422
23;0.44620243;2.3192323950589984;0.2876422703266144;3.79792857170105
24;0.47341755;2.191760153800089;0.2944152057170868;3.7161478996276855
25;0.49970073;2.0709739269949097;0.3013824224472046;3.658829689025879
26;0.5251964;1.9548197634798545;0.3072785437107086;3.5506815910339355
27;0.5499701;1.8441710624323095;0.3125341236591339;3.509596586227417
28;0.5754106;1.7348918063586116;0.31880566477775574;3.467200994491577
29;0.5984911;1.6308266568868872;0.3233603239059448;3.431201457977295
30;0.6224536;1.5310169680404566;0.32816174626350403;3.4079606533050537
31;0.64599085;1.432463626076858;0.33138808608055115;3.3749425411224365
32;0.6663411;1.342206118778596;0.3352392017841339;3.4172441959381104
33;0.68581986;1.2589038185955537;0.3379247486591339;3.3705129623413086
34;0.7028651;1.1821035443835202;0.34374475479125977;3.345478057861328
35;0.7222231;1.103780074670951;0.3445979356765747;3.484200954437256
36;0.7391686;1.0317428872810417;0.34792664647102356;3.381026029586792
37;0.7557964;0.9622398854323453;0.34865644574165344;3.4789223670959473
38;0.7706942;0.9004730645226695;0.3526519536972046;3.542708158493042
39;0.7835969;0.8457833552452666;0.3548124432563782;3.617582082748413
40;0.79628694;0.793623686472695;0.3575899004936218;3.6808037757873535
41;0.8094207;0.7400093523294775;0.3604513108730316;3.6082041263580322
42;0.82030463;0.6951883615905879;0.3625619411468506;3.7414774894714355
43;0.8315692;0.6526018145634362;0.3651005029678345;3.7006826400756836
44;0.8416315;0.6120960863422282;0.36840033531188965;3.840015411376953
45;0.85146797;0.571903680075681;0.36904874444007874;3.708650588989258
46;0.8612257;0.536099101431788;0.3733356297016144;3.9253809452056885
47;0.86963415;0.5047800802570638;0.37543314695358276;3.8435516357421875
48;0.87790084;0.47130438846395784;0.3772917687892914;3.8939461708068848
49;0.88664;0.43999617299195176;0.37889575958251953;4.184845924377441
50;0.8915832;0.4181758963618107;0.37993794679641724;4.148916244506836
51;0.8961195;0.4007811688878123;0.3816443085670471;4.160800933837891
52;0.9003014;0.38276323165133674;0.38629084825515747;4.105627536773682
53;0.90590084;0.3631286727119317;0.3867817521095276;4.20161771774292
54;0.9110541;0.34485522231527715;0.38893964886665344;4.194637775421143
55;0.91574264;0.3277132147697792;0.3913128077983856;4.384437561035156
56;0.91973025;0.31207143986454955;0.39069586992263794;4.2206315994262695
57;0.9244083;0.2945775654973082;0.3991226553916931;4.366581916809082
58;0.92802316;0.28105376303316126;0.3927461504936218;4.276159286499023
59;0.9319163;0.2676789364952754;0.39927491545677185;4.222488880157471
60;0.93475145;0.25741688288830883;0.4016087055206299;4.625926971435547
61;0.9373267;0.24777407644276497;0.404590904712677;4.381954669952393
62;0.94013566;0.237521604389473;0.3993169367313385;4.613791465759277
63;0.94219905;0.2299810238345276;0.4038296043872833;4.681581497192383
64;0.8037608;0.7394030171957228;0.4205702841281891;4.275788307189941
65;0.7985026;0.752396164018841;0.4235183596611023;4.16058349609375
66;0.7934938;0.7705710385926068;0.42551347613334656;4.082938194274902
67;0.7876869;0.7938396972729274;0.42728808522224426;4.002286911010742
68;0.7816044;0.816130040498871;0.4291047155857086;3.907564163208008
69;0.77632517;0.8335938254942096;0.43112871050834656;3.7960941791534424
70;0.7712507;0.8452671396305724;0.43343624472618103;3.690054416656494
71;0.76600826;0.8551725685065712;0.43627142906188965;3.585650682449341
72;0.76199704;0.8638013605959713;0.43889135122299194;3.4842422008514404
73;0.7579254;0.8732181317373229;0.4414718747138977;3.3852038383483887
74;0.75413203;0.8831231367113369;0.44413378834724426;3.292971134185791
75;0.7510028;0.8925479953327486;0.4465515911579132;3.2094109058380127
76;0.74862176;0.8983647047632164;0.44920825958251953;3.1242268085479736
